1	472.476	1383.96
2	195.246	1655.88
3	60.0601	1686.02
4	18.0616	1688.8
5	5.42014	1689.06
6	2.218	1689.08
7	1.74759	1689.08
8	1.73317	1689.08
9	1.80037	1689.08
10	1.80838	1689.08
11	1.70584	1689.08
12	1.5074	1689.08
13	1.26162	1689.08
14	1.01518	1689.08
15	0.795934	1689.08
16	0.614041	1689.08
17	0.469152	1689.08
18	0.356423	1689.08
19	0.269894	1689.08
20	0.211251	1689.08
21	0.202305	1689.08
22	0.197564	1689.08
23	0.193441	1689.08
24	0.1889	1689.08
25	0.183286	1689.08
26	0.176286	1689.08
27	0.167873	1689.08
28	0.158229	1689.08
29	0.147668	1689.08
30	0.136558	1689.08
31	0.125259	1689.08
32	0.114085	1689.08
33	0.103288	1689.08
34	0.0930471	1689.08
35	0.0834781	1689.08
36	0.0777594	1689.08
37	0.0746881	1689.08
38	0.0710993	1689.08
39	0.0671955	1689.08
40	0.0631231	1689.08
41	0.0589773	1689.08
42	0.0548113	1689.08
43	0.0506488	1689.08
44	0.0464955	1689.08
45	0.0423918	1689.08
46	0.0403672	1689.08
47	0.0384031	1689.08
48	0.0364991	1689.08
49	0.0347249	1689.08
50	0.0343635	1689.08
51	0.03375	1689.08
52	0.0329508	1689.08
53	0.032023	1689.08
54	0.0310141	1689.08
55	0.0299616	1689.08
56	0.0288937	1689.08
57	0.027831	1689.08
58	0.0267877	1689.08
59	0.0264653	1689.08
60	0.026173	1689.08
61	0.0257975	1689.08
62	0.0253511	1689.08
63	0.0248458	1689.08
64	0.0242932	1689.08
65	0.0237041	1689.08
66	0.0230884	1689.08
67	0.0224551	1689.08
68	0.0218119	1689.08
69	0.0211657	1689.08
70	0.020522	1689.08
71	0.0198858	1689.08
72	0.0192606	1689.08
73	0.0186495	1689.08
74	0.0180547	1689.08
75	0.0174778	1689.08
76	0.0169198	1689.08
77	0.0163814	1689.08
78	0.0158629	1689.08
79	0.0153642	1689.08
80	0.014885	1689.08
81	0.014425	1689.08
82	0.0139837	1689.08
83	0.0135604	1689.08
84	0.0131545	1689.08
85	0.0127652	1689.08
86	0.0123918	1689.08
87	0.0120781	1689.08
88	0.0117731	1689.08
89	0.0114722	1689.08
