1	491.665	1384.57
2	194.989	1655.98
3	59.9363	1686.03
4	18.0118	1688.81
5	5.40145	1689.06
6	2.01197	1689.08
7	1.68847	1689.08
8	1.74257	1689.08
9	1.80704	1689.08
10	1.77296	1689.08
11	1.61769	1689.08
12	1.38072	1689.08
13	1.11996	1689.08
14	0.877751	1689.08
15	0.673321	1689.08
16	0.509963	1689.08
17	0.38341	1689.08
18	0.287063	1689.08
19	0.214424	1689.08
20	0.182743	1689.08
21	0.174556	1689.08
22	0.164149	1689.08
23	0.151929	1689.08
24	0.138548	1689.08
25	0.124706	1689.08
26	0.111022	1689.08
27	0.0979586	1689.08
28	0.085821	1689.08
29	0.0747729	1689.08
30	0.0648712	1689.08
31	0.0560997	1689.08
32	0.0483967	1689.08
33	0.0416758	1689.08
34	0.0358397	1689.08
35	0.03079	1689.08
36	0.0264321	1689.08
37	0.0226785	1689.08
38	0.0194501	1689.08
39	0.0166763	1689.08
40	0.0142949	1689.08
41	0.0122516	1689.08
42	0.0104991	1689.08
43	0.00899655	1689.08
44	0.0077085	1689.08
45	0.00660454	1689.08
46	0.00565849	1689.08
47	0.00484783	1689.08
48	0.00415323	1689.08
49	0.00355811	1689.08
50	0.00304823	1689.08
51	0.00261139	1689.08
52	0.00223715	1689.08
53	0.00191653	1689.08
54	0.00164186	1689.08
55	0.00140654	1689.08
56	0.00120496	1689.08
57	0.00103226	1689.08
58	0.000884313	1689.08
59	0.000757569	1689.08
60	0.000648991	1689.08
61	0.000555975	1689.08
62	0.00047629	1689.08
63	0.000408026	1689.08
64	0.000359071	1689.08
65	0.000316789	1689.08
66	0.000279486	1689.08
67	0.000246575	1689.08
68	0.00021754	1689.08
69	0.000191924	1689.08
70	0.000169324	1689.08
71	0.000149385	1689.08
72	0.000131794	1689.08
73	0.000116275	1689.08
74	0.000102583	1689.08
75	9.05033e-05	1689.08
76	7.98461e-05	1689.08
77	7.04438e-05	1689.08
78	6.21487e-05	1689.08
79	5.48304e-05	1689.08
80	4.83738e-05	1689.08
81	4.26775e-05	1689.08
82	3.7652e-05	1689.08
83	3.32183e-05	1689.08
84	2.93067e-05	1689.08
85	2.58557e-05	1689.08
86	2.2811e-05	1689.08
87	2.01249e-05	1689.08
88	1.77551e-05	1689.08
89	1.56644e-05	1689.08
90	1.38198e-05	1689.08
91	1.21924e-05	1689.08
92	1.07567e-05	1689.08
93	9.49006e-06	1689.08
94	8.37256e-06	1689.08
95	7.38665e-06	1689.08
96	6.51683e-06	1689.08
97	5.74944e-06	1689.08
98	5.07241e-06	1689.08
99	4.47511e-06	1689.08
100	3.94814e-06	1689.08
101	3.48323e-06	1689.08
102	3.07306e-06	1689.08
103	2.71119e-06	1689.08
104	2.39194e-06	1689.08
105	2.11027e-06	1689.08
106	1.86178e-06	1689.08
107	1.64254e-06	1689.08
108	1.44913e-06	1689.08
109	1.27848e-06	1689.08
110	1.12794e-06	1689.08
111	9.95115e-07	1689.08
112	8.77935e-07	1689.08
113	7.74554e-07	1689.08
114	6.83346e-07	1689.08
115	6.02879e-07	1689.08
116	5.31887e-07	1689.08
117	4.69254e-07	1689.08
118	4.13997e-07	1689.08
119	3.65247e-07	1689.08
120	3.22237e-07	1689.08
121	2.84292e-07	1689.08
122	2.50815e-07	1689.08
123	2.2128e-07	1689.08
124	1.95223e-07	1689.08
125	1.72235e-07	1689.08
126	1.51953e-07	1689.08
127	1.3406e-07	1689.08
128	1.18274e-07	1689.08
129	1.04346e-07	1689.08
130	9.20591e-08	1689.08
131	8.12187e-08	1689.08
132	7.16548e-08	1689.08
133	6.32171e-08	1689.08
134	5.57729e-08	1689.08
135	4.92054e-08	1689.08
136	4.34112e-08	1689.08
137	3.82993e-08	1689.08
138	3.37894e-08	1689.08
139	2.98105e-08	1689.08
140	2.63001e-08	1689.08
141	2.32032e-08	1689.08
142	2.04709e-08	1689.08
143	1.80603e-08	1689.08
144	1.59336e-08	1689.08
145	1.40574e-08	1689.08
146	1.2402e-08	1689.08
147	1.09416e-08	1689.08
148	9.6532e-09	1689.08
149	8.51648e-09	1689.08
150	7.51362e-09	1689.08
151	6.62886e-09	1689.08
152	5.84827e-09	1689.08
153	5.15961e-09	1689.08
154	4.55204e-09	1689.08
155	4.01601e-09	1689.08
156	3.54311e-09	1689.08
157	3.12589e-09	1689.08
158	2.7578e-09	1689.08
159	2.43305e-09	1689.08
160	2.14655e-09	1689.08
161	1.89378e-09	1689.08
162	1.67078e-09	1689.08
163	1.47404e-09	1689.08
164	1.30046e-09	1689.08
165	1.14758e-09	1689.08
166	1.0137e-09	1689.08
167	8.95449e-10	1689.08
